Gene	Mean	Variance	CV2
Mmel1	NA	0.002	NA
Mmgt1	NA	0.011	NA
Mmgt2	NA	0.01	NA
Mmp11	NA	0.003	NA
Mmp14	NA	0.01	NA
Mmp15	NA	0.006	NA
Mmp16	NA	0.144	NA
Mmp17	NA	0.069	NA
Mmp19	NA	0.002	NA
Mmp2	NA	0.004	NA
Mmp23	NA	0.005	NA
Mmp24	NA	0.015	NA
Mmp25	NA	0	NA
Mmp28	NA	0.001	NA
Mmp9	NA	0.001	NA
Mmrn2	NA	0.005	NA
Mms19	NA	0.053	NA
Mms22l	NA	0.004	NA
mmu-mir-3061	NA	0.001	NA
mmu-mir-6236	NA	0.004	NA
mmu-mir-6390	NA	0.001	NA
mmu-mir-6392	NA	0	NA
mmu-mir-6928	NA	0.001	NA
mmu-mir-6982	NA	0.001	NA
mmu-mir-6984	NA	0.002	NA
mmu-mir-7030	NA	0	NA
mmu-mir-7036	NA	0	NA
mmu-mir-7052	NA	0.001	NA
mmu-mir-7067	NA	0.001	NA
mmu-mir-7078	NA	0.005	NA
mmu-mir-7093	NA	0	NA
mmu-mir-7220	NA	0.001	NA
mmu-mir-7224	NA	0.002	NA
mmu-mir-7236	NA	0.001	NA
mmu-mir-7647	NA	0.002	NA
mmu-mir-7666	NA	0	NA
mmu-mir-7674	NA	0.001	NA
mmu-mir-7688	NA	0.005	NA
mmu-mir-8094	NA	0.001	NA
mmu-mir-8095	NA	0.001	NA
Mn1	NA	0.016	NA
Mnat1	NA	0.029	NA
Mnd1	NA	0.002	NA
Mndal	NA	0.014	NA
Mns1	NA	0.011	NA
Mnt	NA	0.03	NA
Mob1a	NA	0.023	NA
Mob1b	NA	0.051	NA
Mob2	NA	0.023	NA
Mob3a	NA	0.008	NA
Mob3b	NA	0.007	NA
Mob3c	NA	0.019	NA
Mob4	NA	0.062	NA
Mobp	NA	0.205	NA
Mocos	NA	0.007	NA
Mocs1	NA	0.011	NA
Mocs2	NA	0.093	NA
Mocs3	NA	0.005	NA
Mog	NA	0.064	NA
Mogs	NA	0.019	NA
Mon1a	NA	0.019	NA
Mon1b	NA	0.007	NA
Mon2	NA	0.064	NA
Morc2a	NA	0.053	NA
Morc2b	NA	0.024	NA
Morc3	NA	0.064	NA
Morc4	NA	0.016	NA
Morf4l1	NA	0.052	NA
Morf4l2	NA	0.091	NA
Morn1	NA	0.017	NA
Morn2	NA	0.01	NA
Morn4	NA	0.016	NA
Mospd1	NA	0.013	NA
Mospd2	NA	0.043	NA
Mospd3	NA	0.031	NA
Mov10	NA	0.023	NA
Moxd1	NA	0.006	NA
Mpc1	NA	0.099	NA
Mpc2	NA	0.088	NA
Mpdu1	NA	0.029	NA
Mpdz	NA	0.096	NA
Mpeg1	NA	0.002	NA
Mpg	NA	0.035	NA
Mphosph10	NA	0.075	NA
Mphosph6	NA	0.037	NA
Mphosph8	NA	0.229	NA
Mphosph9	NA	0.15	NA
Mpi	NA	0.048	NA
Mplkip	NA	0.027	NA
Mpnd	NA	0.051	NA
Mpp1	NA	0.039	NA
Mpp2	NA	0.05	NA
Mpp3	NA	0.063	NA
Mpp4	NA	0.002	NA
Mpp5	NA	0.054	NA
Mpp6	NA	0.044	NA
Mpp7	NA	0.011	NA
Mppe1	NA	0.011	NA
Mpped1	NA	0.065	NA
Mpped2	NA	0.051	NA
Mprip	NA	0.196	NA
Mpst	NA	0.008	NA
Mpv17	NA	0.095	NA
Mpv17l	NA	0.063	NA
Mpv17l2	NA	0.027	NA
Mpzl1	NA	0.048	NA
Mpzl2	NA	0.001	NA
Mpzl3	NA	0.007	NA
Mr1	NA	0.003	NA
Mrap2	NA	0.008	NA
Mras	NA	0.079	NA
Mrc1	NA	0.002	NA
Mrc2	NA	0.007	NA
Mre11a	NA	0.025	NA
Mreg	NA	0.004	NA
Mrfap1	NA	0.113	NA
Mrgbp	NA	0.069	NA
Mrgpre	NA	0.004	NA
Mrgprf	NA	0.001	NA
Mri1	NA	0.079	NA
Mrm1	NA	0.007	NA
Mro	NA	0.032	NA
Mroh1	NA	0.056	NA
Mroh2a	NA	0.001	NA
Mroh3	NA	0.002	NA
Mroh5	NA	0.003	NA
Mroh7	NA	0.009	NA
Mroh8	NA	0.004	NA
Mrp63	NA	0.039	NA
Mrpl1	NA	0.05	NA
Mrpl10	NA	0.034	NA
Mrpl11	NA	0.032	NA
Mrpl12	NA	0.038	NA
Mrpl13	NA	0.032	NA
Mrpl14	NA	0.02	NA
Mrpl15	NA	0.043	NA
Mrpl16	NA	0.014	NA
Mrpl17	NA	0.029	NA
Mrpl18	NA	0.06	NA
Mrpl19	NA	0.052	NA
Mrpl2	NA	0.044	NA
Mrpl20	NA	0.044	NA
Mrpl21	NA	0.063	NA
Mrpl22	NA	0.012	NA
Mrpl23	NA	0.005	NA
Mrpl24	NA	0.076	NA
Mrpl27	NA	0.034	NA
Mrpl28	NA	0.047	NA
Mrpl3	NA	0.073	NA
Mrpl30	NA	0.036	NA
Mrpl32	NA	0.047	NA
Mrpl33	NA	0.052	NA
Mrpl34	NA	0.024	NA
Mrpl35	NA	0.033	NA
Mrpl36	NA	0.036	NA
Mrpl37	NA	0.034	NA
Mrpl38	NA	0.086	NA
Mrpl39	NA	0.032	NA
Mrpl4	NA	0.082	NA
Mrpl40	NA	0.02	NA
Mrpl41	NA	0.148	NA
Mrpl42	NA	0.049	NA
Mrpl43	NA	0.033	NA
Mrpl44	NA	0.015	NA
Mrpl45	NA	0.043	NA
Mrpl46	NA	0.024	NA
Mrpl47	NA	0.028	NA
Mrpl48	NA	0.043	NA
Mrpl49	NA	0.019	NA
Mrpl50	NA	0.022	NA
Mrpl51	NA	0.032	NA
Mrpl52	NA	0.032	NA
Mrpl53	NA	0.001	NA
Mrpl54	NA	0.015	NA
Mrpl55	NA	0.038	NA
Mrpl9	NA	0.034	NA
Mrps10	NA	0.118	NA
Mrps11	NA	0.036	NA
Mrps12	NA	0.053	NA
Mrps14	NA	0.073	NA
Mrps15	NA	0.09	NA
Mrps16	NA	0.025	NA
Mrps17	NA	0.097	NA
Mrps18a	NA	0.039	NA
Mrps18b	NA	0.004	NA
Mrps18c	NA	0.035	NA
Mrps2	NA	0.013	NA
Mrps21	NA	0.047	NA
Mrps22	NA	0.028	NA
Mrps23	NA	0.025	NA
Mrps24	NA	0.064	NA
Mrps25	NA	0.055	NA
Mrps26	NA	0.107	NA
Mrps27	NA	0.028	NA
Mrps28	NA	0.018	NA
Mrps30	NA	0.025	NA
Mrps31	NA	0.027	NA
Mrps33	NA	0.033	NA
Mrps34	NA	0.034	NA
Mrps35	NA	0.023	NA
Mrps36	NA	0.006	NA
Mrps36-ps1	NA	0.002	NA
Mrps5	NA	0.182	NA
Mrps6	NA	0.023	NA
Mrps7	NA	0.04	NA
Mrps9	NA	0.061	NA
Mrrf	NA	0.007	NA
Mrs2	NA	0.034	NA
Mrto4	NA	0.027	NA
Mrvi1	NA	0.004	NA
Ms4a6b	NA	0.003	NA
Ms4a6c	NA	0.001	NA
Ms4a6d	NA	0.001	NA
Ms4a7	NA	0.001	NA
Msantd1	NA	0.005	NA
Msantd2	NA	0.061	NA
Msantd3	NA	0.012	NA
Msantd4	NA	0.031	NA
Msc	NA	0.004	NA
Msh2	NA	0.044	NA
Msh3	NA	0.053	NA
Msh5	NA	0.001	NA
Msh6	NA	0.018	NA
Msi1	NA	0.036	NA
Msi2	NA	0.242	NA
Msl1	NA	0.16	NA
Msl2	NA	0.042	NA
Msl3	NA	0.03	NA
Msl3l2	NA	0.007	NA
Msln	NA	0.004	NA
Mslnl	NA	0.001	NA
Msn	NA	0.02	NA
Msra	NA	0.034	NA
Msrb1	NA	0.014	NA
Msrb2	NA	0.032	NA
Msrb3	NA	0.011	NA
Mss51	NA	0.006	NA
Mst1r	NA	0.002	NA
Msto1	NA	0.033	NA
Msx1	NA	0.014	NA
mt-Co1	NA	0.024	NA
mt-Cytb	NA	0.083	NA
mt-Nd1	NA	0.054	NA
mt-Nd2	NA	0.025	NA
mt-Nd4	NA	0.033	NA
mt-Nd5	NA	0.025	NA
mt-Nd6	NA	0.002	NA
mt-Rnr1	NA	0.126	NA
mt-Rnr2	NA	0.566	NA
mt-Ta	NA	0.002	NA
mt-Tc	NA	0.009	NA
mt-Tf	NA	0.002	NA
mt-Ti	NA	0.002	NA
mt-Tl1	NA	0.001	NA
mt-Tl2	NA	0.003	NA
mt-Tm	NA	0.005	NA
mt-Tp	NA	0.009	NA
mt-Tq	NA	0.001	NA
mt-Ts2	NA	0.003	NA
mt-Tt	NA	0.001	NA
mt-Tv	NA	0.007	NA
Mt1	NA	0.279	NA
Mt2	NA	0.131	NA
Mt3	NA	0.175	NA
Mta1	NA	0.045	NA
Mta2	NA	0.051	NA
Mta3	NA	0.029	NA
Mtag2	NA	0.003	NA
Mtap	NA	0.008	NA
Mtap7d3	NA	0.001	NA
Mtbp	NA	0.006	NA
Mtch1	NA	0.108	NA
Mtch2	NA	0.156	NA
Mtdh	NA	0.33	NA
Mterf	NA	0.014	NA
Mterfd1	NA	0.07	NA
Mterfd2	NA	0.018	NA
Mterfd3	NA	0.027	NA
Mtf1	NA	0.036	NA
Mtf2	NA	0.282	NA
Mtfmt	NA	0.042	NA
Mtfp1	NA	0.047	NA
Mtfr1	NA	0.008	NA
Mtfr1l	NA	0.068	NA
Mtfr2	NA	0.002	NA
Mtg1	NA	0.041	NA
Mtg2	NA	0.059	NA
Mthfd1	NA	0.03	NA
Mthfd1l	NA	0.01	NA
Mthfd2	NA	0.012	NA
Mthfd2l	NA	0.006	NA
Mthfr	NA	0.041	NA
Mthfs	NA	0.008	NA
Mthfsd	NA	0.063	NA
Mtif2	NA	0.131	NA
Mtif3	NA	0.027	NA
Mtl5	NA	0.001	NA
Mtm1	NA	0.049	NA
Mtmr1	NA	0.049	NA
Mtmr10	NA	0.023	NA
Mtmr11	NA	0.011	NA
Mtmr12	NA	0.067	NA
Mtmr14	NA	0.024	NA
Mtmr2	NA	0.036	NA
Mtmr3	NA	0.042	NA
Mtmr4	NA	0.033	NA
Mtmr6	NA	0.079	NA
Mtmr7	NA	0.046	NA
Mtmr9	NA	0.005	NA
Mto1	NA	0.034	NA
Mtor	NA	0.049	NA
Mtpap	NA	0.025	NA
Mtpn	NA	0.088	NA
Mtr	NA	0.009	NA
Mtrf1	NA	0.011	NA
Mtrf1l	NA	0.023	NA
Mtrr	NA	0.011	NA
Mtss1	NA	0.056	NA
Mtss1l	NA	0.044	NA
Mttp	NA	0.014	NA
Mtus1	NA	0.034	NA
Mtus2	NA	0.05	NA
Mtx1	NA	0.052	NA
Mtx2	NA	0.049	NA
Mtx3	NA	0.053	NA
Muc1	NA	0.001	NA
Muc15	NA	0.001	NA
Muc2	NA	0.001	NA
Mul1	NA	0.034	NA
Mum1	NA	0.057	NA
Mum1l1	NA	0.005	NA
Murc	NA	0.004	NA
Mus81	NA	0.042	NA
Mustn1	NA	0.002	NA
Mut	NA	0.03	NA
Mutyh	NA	0.008	NA
Mvb12a	NA	0.04	NA
Mvb12b	NA	0.028	NA
Mvd	NA	0.018	NA
Mvk	NA	0.015	NA
Mvp	NA	0.009	NA
Mx2	NA	0.002	NA
Mxd1	NA	0.027	NA
Mxd3	NA	0.001	NA
Mxd4	NA	0.138	NA
Mxi1	NA	0.041	NA
Mxra7	NA	0.015	NA
Mxra8	NA	0.011	NA
Myadm	NA	0.029	NA
Myadml2	NA	0.004	NA
Myb	NA	0.002	NA
Mybbp1a	NA	0.113	NA
Mybl1	NA	0.007	NA
Mybl2	NA	0.002	NA
Mybpc1	NA	0.002	NA
Mybpc3	NA	0	NA
Mybph	NA	0.002	NA
Mybphl	NA	0.001	NA
Myc	NA	0.005	NA
Mycbp	NA	0.041	NA
Mycbp2	NA	0.57	NA
Mycbpap	NA	0.009	NA
Mycl	NA	0.006	NA
Mycn	NA	0.009	NA
Myct1	NA	0.002	NA
Myd88	NA	0.007	NA
Myef2	NA	0.25	NA
Myeov2	NA	0.071	NA
Myg1	NA	0.029	NA
Myh1	NA	0.001	NA
Myh10	NA	0.181	NA
Myh11	NA	0.006	NA
Myh14	NA	0.027	NA
Myh15	NA	0.001	NA
Myh3	NA	0.003	NA
Myh4	NA	0.001	NA
Myh6	NA	0.001	NA
Myh7	NA	0.007	NA
Myh7b	NA	0.011	NA
Myh8	NA	0.001	NA
Myh9	NA	0.08	NA
Myl1	NA	0.003	NA
Myl12a	NA	0.055	NA
Myl12b	NA	0.125	NA
Myl2	NA	0	NA
Myl4	NA	0.017	NA
Myl6	NA	0.081	NA
Myl6b	NA	0.01	NA
Myl9	NA	0.018	NA
Mylip	NA	0.039	NA
Mylk	NA	0.019	NA
Mylk3	NA	0.008	NA
Mylk4	NA	0.001	NA
Mylpf	NA	0.002	NA
Mynn	NA	0.023	NA
Myo10	NA	0.084	NA
Myo15	NA	0.001	NA
Myo15b	NA	0	NA
Myo16	NA	0.012	NA
Myo18a	NA	0.103	NA
Myo18b	NA	0.002	NA
Myo19	NA	0.035	NA
Myo1a	NA	0.004	NA
Myo1b	NA	0.076	NA
Myo1c	NA	0.023	NA
Myo1d	NA	0.006	NA
Myo1e	NA	0.012	NA
Myo1f	NA	0.002	NA
Myo1h	NA	0.003	NA
Myo3b	NA	0.001	NA
Myo5a	NA	0.237	NA
Myo5b	NA	0.017	NA
Myo5c	NA	0.015	NA
Myo6	NA	0.198	NA
Myo7a	NA	0.012	NA
Myo9a	NA	0.292	NA
Myo9b	NA	0.077	NA
Myoc	NA	0.033	NA
Myocd	NA	0	NA
Myof	NA	0.005	NA
Myom1	NA	0.002	NA
Myom3	NA	0.002	NA
Mypn	NA	0.005	NA
Mypop	NA	0.024	NA
Myrf	NA	0.015	NA
Myrfl	NA	0.001	NA
Myrip	NA	0.031	NA
Mysm1	NA	0.238	NA
Myt1	NA	0.033	NA
Myt1l	NA	0.282	NA
Myzap	NA	0.002	NA
Mzb1	NA	0.001	NA
Mzf1	NA	0.037	NA
Mzt1	NA	0.043	NA
Mzt2	NA	0.012	NA
n-R5-8s1	NA	0.016	NA
n-R5s173	NA	0.001	NA
n-R5s202	NA	0.001	NA
n-R5s25	NA	0.002	NA
n-R5s8	NA	0.001	NA
N28178	NA	0.171	NA
N4bp1	NA	0.057	NA
N4bp2	NA	0.035	NA
N4bp2l1	NA	0.052	NA
N4bp2l2	NA	0.234	NA
N4bp3	NA	0.01	NA
N6amt1	NA	0.073	NA
N6amt2	NA	0.018	NA
Naa10	NA	0.043	NA
Naa15	NA	0.165	NA
Naa16	NA	0.052	NA
Naa20	NA	0.074	NA
Naa25	NA	0.061	NA
Naa30	NA	0.023	NA
Naa35	NA	0.106	NA
Naa38	NA	0.033	NA
Naa40	NA	0.06	NA
Naa50	NA	0.05	NA
Naa60	NA	0.038	NA
Naaa	NA	0.033	NA
Naalad2	NA	0.005	NA
Nab1	NA	0.03	NA
Nab2	NA	0.044	NA
Nabp1	NA	0.015	NA
Nabp2	NA	0.036	NA
Naca	NA	0.058	NA
Nacad	NA	0.029	NA
Nacc1	NA	0.016	NA
Nacc2	NA	0.038	NA
Nadk	NA	0.049	NA
Nadk2	NA	0.017	NA
Nadsyn1	NA	0.015	NA
Nae1	NA	0.175	NA
Naf1	NA	0.032	NA
Naga	NA	0.032	NA
Nagk	NA	0.058	NA
Naglu	NA	0.011	NA
Nagpa	NA	0.024	NA
Naif1	NA	0.002	NA
Naip1	NA	0.001	NA
Naip2	NA	0	NA
Naip5	NA	0.003	NA
Naip6	NA	0.001	NA
Nalcn	NA	0.072	NA
Nampt	NA	0.056	NA
Nanos1	NA	0.011	NA
Nanos2	NA	0.004	NA
Nanos3	NA	0.005	NA
Nanp	NA	0.007	NA
Nans	NA	0.01	NA
Nap1l1	NA	0.134	NA
Nap1l2	NA	0.043	NA
Nap1l3	NA	0.042	NA
Nap1l4	NA	0.12	NA
Nap1l5	NA	0.242	NA
Napa	NA	0.161	NA
Napb	NA	0.227	NA
Napepld	NA	0.028	NA
Napg	NA	0.177	NA
Naprt1	NA	0.011	NA
Napsa	NA	0.001	NA
Narf	NA	0.083	NA
Narfl	NA	0.037	NA
Narg2	NA	0.051	NA
Nars	NA	0.208	NA
Nars2	NA	0.027	NA
Nasp	NA	0.069	NA
Nat1	NA	0.002	NA
Nat10	NA	0.05	NA
Nat14	NA	0.049	NA
Nat2	NA	0.001	NA
Nat6	NA	0.011	NA
Nat8	NA	0.002	NA
Nat8l	NA	0.07	NA
Nat9	NA	0.02	NA
Nav1	NA	0.282	NA
Nav2	NA	0.274	NA
Nav3	NA	0.102	NA
Nbas	NA	0.043	NA
Nbea	NA	0.236	NA
Nbeal1	NA	0.133	NA
Nbeal2	NA	0.016	NA
Nbl1	NA	0.036	NA
Nbn	NA	0.036	NA
Nbr1	NA	0.076	NA
Ncald	NA	0.197	NA
Ncam1	NA	0.197	NA
Ncam2	NA	0.082	NA
Ncan	NA	0.143	NA
Ncapd2	NA	0.031	NA
Ncapd3	NA	0.145	NA
Ncapg	NA	0.004	NA
Ncapg2	NA	0.013	NA
Ncaph	NA	0.001	NA
Ncaph2	NA	0.059	NA
Ncbp1	NA	0.063	NA
Ncbp2	NA	0.07	NA
Ncdn	NA	0.248	NA
Nceh1	NA	0.091	NA
Ncf1	NA	0.007	NA
Ncf2	NA	0.002	NA
Ncf4	NA	0.001	NA
Nck1	NA	0.023	NA
Nck2	NA	0.021	NA
Nckap1	NA	0.206	NA
Nckap1l	NA	0.005	NA
Nckap5	NA	0.019	NA
Nckap5l	NA	0.015	NA
Nckipsd	NA	0.066	NA
Ncl	NA	0.186	NA
Ncln	NA	0.07	NA
Ncmap	NA	0.001	NA
Ncoa1	NA	0.1	NA
Ncoa2	NA	0.083	NA
Ncoa3	NA	0.091	NA
Ncoa4	NA	0.007	NA
Ncoa5	NA	0.05	NA
Ncoa6	NA	0.062	NA
Ncoa7	NA	0.174	NA
Ncor1	NA	0.402	NA
Ncor2	NA	0.111	NA
Ncs1	NA	0.079	NA
Ncstn	NA	0.061	NA
Ndc1	NA	0.024	NA
Ndc80	NA	0.001	NA
Nde1	NA	0.02	NA
Ndel1	NA	0.08	NA
Ndfip1	NA	0.051	NA
Ndfip2	NA	0.076	NA
Ndn	NA	0.064	NA
Ndnf	NA	0.014	NA
Ndnl2	NA	0.043	NA
Ndor1	NA	0.045	NA
Ndp	NA	0.006	NA
Ndrg1	NA	0.059	NA
Ndrg2	NA	0.185	NA
Ndrg3	NA	0.195	NA
Ndrg4	NA	0.423	NA
Ndst1	NA	0.032	NA
Ndst2	NA	0.015	NA
Ndst3	NA	0.128	NA
Ndst4	NA	0.025	NA
Ndufa1	NA	0.047	NA
Ndufa10	NA	0.108	NA
Ndufa11	NA	0.08	NA
Ndufa12	NA	0.088	NA
Ndufa13	NA	0.149	NA
Ndufa2	NA	0.057	NA
Ndufa3	NA	0.105	NA
Ndufa4	NA	0.179	NA
Ndufa4l2	NA	0.012	NA
Ndufa5	NA	0.089	NA
Ndufa6	NA	0.112	NA
Ndufa7	NA	0.079	NA
Ndufa8	NA	0.068	NA
Ndufa9	NA	0.037	NA
Ndufab1	NA	0.114	NA
Ndufaf1	NA	0.027	NA
Ndufaf2	NA	0.025	NA
Ndufaf3	NA	0.034	NA
Ndufaf4	NA	0.165	NA
Ndufaf5	NA	0.023	NA
Ndufaf6	NA	0.024	NA
Ndufaf7	NA	0.088	NA
Ndufb10	NA	0.109	NA
Ndufb11	NA	0.075	NA
Ndufb2	NA	0.104	NA
Ndufb3	NA	0.066	NA
Ndufb4	NA	0.06	NA
Ndufb5	NA	0.091	NA
Ndufb6	NA	0.059	NA
Ndufb7	NA	0.06	NA
Ndufb8	NA	0.117	NA
Ndufb9	NA	0.075	NA
Ndufc1	NA	0.082	NA
Ndufc2	NA	0.119	NA
Ndufs1	NA	0.101	NA
Ndufs2	NA	0.108	NA
Ndufs3	NA	0.106	NA
Ndufs4	NA	0.059	NA
Ndufs5	NA	0.022	NA
Ndufs6	NA	0.046	NA
Ndufs7	NA	0.112	NA
Ndufs8	NA	0.061	NA
Ndufv1	NA	0.102	NA
Ndufv2	NA	0.11	NA
Ndufv3	NA	0.063	NA
Neat1	NA	0.356	NA
Neb	NA	0.008	NA
Nebl	NA	0.156	NA
Necab1	NA	0.047	NA
Necab2	NA	0.021	NA
Necab3	NA	0.066	NA
Necap1	NA	0.051	NA
Necap2	NA	0.034	NA
Nedd1	NA	0.006	NA
Nedd4	NA	0.263	NA
Nedd4l	NA	0.161	NA
Nedd8	NA	0.073	NA
Nedd9	NA	0.01	NA
Nefh	NA	0.042	NA
Nefl	NA	0.189	NA
Nefm	NA	0.205	NA
Negr1	NA	0.107	NA
Neil1	NA	0.008	NA
Neil2	NA	0.007	NA
Neil3	NA	0.001	NA
Nek1	NA	0.234	NA
Nek10	NA	0.002	NA
Nek11	NA	0.004	NA
Nek2	NA	0.001	NA
Nek3	NA	0.006	NA
Nek4	NA	0.024	NA
Nek5	NA	0.002	NA
Nek6	NA	0.021	NA
Nek7	NA	0.019	NA
Nek8	NA	0.009	NA
Nek9	NA	0.045	NA
Nelfa	NA	0.041	NA
Nelfb	NA	0.063	NA
Nelfcd	NA	0.043	NA
Nelfe	NA	0.031	NA
Nell1	NA	0.022	NA
Nell2	NA	0.306	NA
Nemf	NA	0.259	NA
Nenf	NA	0.048	NA
Neo1	NA	0.043	NA
Nes	NA	0.032	NA
Nespos	NA	0.002	NA
Net1	NA	0.053	NA
Neto1	NA	0.079	NA
Neto2	NA	0.041	NA
Neu1	NA	0.098	NA
Neu2	NA	0.002	NA
Neu3	NA	0.003	NA
Neu4	NA	0.014	NA
Neurl1a	NA	0.026	NA
Neurl1b	NA	0.016	NA
Neurl2	NA	0.004	NA
Neurl3	NA	0.001	NA
Neurl4	NA	0.047	NA
Neurod1	NA	0.044	NA
Neurod2	NA	0.131	NA
Neurod4	NA	0.001	NA
Neurod6	NA	0.102	NA
Nexn	NA	0.016	NA
Nf1	NA	0.079	NA
Nf2	NA	0.037	NA
Nfasc	NA	0.205	NA
Nfat5	NA	0.234	NA
Nfatc1	NA	0.003	NA
Nfatc2	NA	0.01	NA
Nfatc2ip	NA	0.021	NA
Nfatc3	NA	0.012	NA
Nfatc4	NA	0.001	NA
Nfe2l1	NA	0.144	NA
Nfe2l2	NA	0.022	NA
Nfe2l3	NA	0.015	NA
Nfia	NA	0.121	NA
Nfib	NA	0.285	NA
Nfic	NA	0.08	NA
Nfil3	NA	0.005	NA
Nfix	NA	0.146	NA
Nfkb1	NA	0.036	NA
Nfkb2	NA	0.002	NA
Nfkbia	NA	0.135	NA
Nfkbib	NA	0.022	NA
Nfkbid	NA	0.013	NA
Nfkbie	NA	0.002	NA
Nfkbil1	NA	0.01	NA
Nfkbiz	NA	0.028	NA
Nfrkb	NA	0.085	NA
Nfs1	NA	0.079	NA
Nfu1	NA	0.042	NA
Nfx1	NA	0.197	NA
Nfxl1	NA	0.027	NA
Nfya	NA	0.014	NA
Nfyb	NA	0.04	NA
Nfyc	NA	0.038	NA
Ngb	NA	0.003	NA
Ngdn	NA	0.05	NA
Ngef	NA	0.119	NA
Ngf	NA	0.003	NA
Ngfr	NA	0.001	NA
Ngfrap1	NA	0.097	NA
Ngly1	NA	0.034	NA
Ngrn	NA	0.044	NA
Nhej1	NA	0.005	NA
Nhlh2	NA	0.002	NA
Nhlrc1	NA	0.005	NA
Nhlrc2	NA	0.032	NA
Nhlrc3	NA	0.014	NA
Nhp2	NA	0.018	NA
Nhp2l1	NA	0.009	NA
Nhs	NA	0.009	NA
Nhsl1	NA	0.024	NA
Nhsl2	NA	0.049	NA
Nicn1	NA	0.103	NA
Nid1	NA	0.007	NA
Nid2	NA	0.004	NA
Nif3l1	NA	0.012	NA
Nim1	NA	0.059	NA
Nin	NA	0.174	NA
Ninj1	NA	0.013	NA
Ninj2	NA	0.003	NA
Ninl	NA	0.02	NA
Nip7	NA	0.026	NA
Nipa1	NA	0.044	NA
Nipa2	NA	0.067	NA
Nipal2	NA	0.015	NA
Nipal3	NA	0.031	NA
Nipal4	NA	0.003	NA
Nipbl	NA	0.308	NA
Nipsnap1	NA	0.08	NA
Nipsnap3b	NA	0.014	NA
Nisch	NA	0.259	NA
Nit1	NA	0.096	NA
Nit2	NA	0.011	NA
Nkain1	NA	0.002	NA
Nkain2	NA	0.002	NA
Nkain3	NA	0.016	NA
Nkain4	NA	0.04	NA
Nkap	NA	0.055	NA
Nkapl	NA	0.012	NA
Nkd1	NA	0.013	NA
Nkd2	NA	0.005	NA
Nkiras1	NA	0.124	NA
Nkiras2	NA	0.01	NA
Nkpd1	NA	0.001	NA
Nkrf	NA	0.024	NA
Nktr	NA	0.557	NA
Nkx2-2	NA	0.006	NA
Nkx3-1	NA	0.001	NA
Nkx6-1	NA	0	NA
Nkx6-2	NA	0.008	NA
Nle1	NA	0.025	NA
Nlgn1	NA	0.072	NA
Nlgn2	NA	0.094	NA
Nlgn3	NA	0.072	NA
Nlk	NA	0.153	NA
Nln	NA	0.037	NA
Nlrc3	NA	0.003	NA
Nlrc4	NA	0.002	NA
Nlrc5	NA	0.001	NA
Nlrp1b	NA	0.001	NA
Nlrp6	NA	0.001	NA
Nlrx1	NA	0.005	NA
Nmb	NA	0.015	NA
Nmbr	NA	0.002	NA
Nmd3	NA	0.032	NA
Nme1	NA	0.093	NA
Nme3	NA	0.001	NA
Nme4	NA	0.019	NA
Nme5	NA	0.017	NA
Nme6	NA	0.01	NA
Nme7	NA	0.002	NA
Nmi	NA	0.007	NA
Nmnat1	NA	0.021	NA
Nmnat2	NA	0.044	NA
Nmnat3	NA	0.004	NA
Nmral1	NA	0.017	NA
Nmrk1	NA	0.027	NA
Nmrk2	NA	0.001	NA
Nmt1	NA	0.13	NA
Nmt2	NA	0.204	NA
Nnat	NA	0.076	NA
Nnmt	NA	0.001	NA
Nnt	NA	0.038	NA
Noa1	NA	0.018	NA
Nob1	NA	0.109	NA
Noc2l	NA	0.08	NA
Noc3l	NA	0.056	NA
Noc4l	NA	0.028	NA
Nod1	NA	0.007	NA
Nod2	NA	0.001	NA
Nodal	NA	0.002	NA
Nog	NA	0.011	NA
Nol10	NA	0.036	NA
Nol11	NA	0.06	NA
Nol12	NA	0.02	NA
Nol3	NA	0.011	NA
Nol4	NA	0.059	NA
Nol6	NA	0.032	NA
Nol7	NA	0.065	NA
Nol8	NA	0.062	NA
Nol9	NA	0.044	NA
Nolc1	NA	0.076	NA
Nom1	NA	0.05	NA
Nomo1	NA	0.04	NA
Nono	NA	0.059	NA
Nop10	NA	0.068	NA
Nop14	NA	0.08	NA
Nop16	NA	0.014	NA
Nop2	NA	0.026	NA
Nop56	NA	0.267	NA
Nop58	NA	0.09	NA
Nop9	NA	0.015	NA
Nos1	NA	0.018	NA
Nos1ap	NA	0.215	NA
Nos2	NA	0.001	NA
Nos3	NA	0.012	NA
Nosip	NA	0.039	NA
Nostrin	NA	0.027	NA
Notch1	NA	0.051	NA
Notch2	NA	0.03	NA
Notch3	NA	0.012	NA
Notch4	NA	0.006	NA
Notum	NA	0.007	NA
Nov	NA	0.021	NA
Nova1	NA	0.063	NA
Nova2	NA	0.05	NA
Nox1	NA	0.002	NA
Nox4	NA	0.001	NA
Noxo1	NA	0.003	NA
Noxred1	NA	0.004	NA
Npas1	NA	0.01	NA
Npas2	NA	0.025	NA
Npas3	NA	0.04	NA
Npas4	NA	0.038	NA
Npat	NA	0.102	NA
Npb	NA	0.001	NA
Npc1	NA	0.06	NA
Npc1l1	NA	0.003	NA
Npc2	NA	0.049	NA
Npdc1	NA	0.187	NA
Npepl1	NA	0.017	NA
Npepps	NA	0.183	NA
Npffr1	NA	0.001	NA
Nphp1	NA	0.034	NA
